OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;osm_id;fclass;population
431;Vynohradiv;Виноградів;UA2121210100;Vynohradiv;Vynohradivska;Виноградівська;Vynohradivskyi;Виноградівський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2121210100;23,030856190000002;48,147478759999998;337658507;town;25481
432;Perechyn;Перечин;UA2123210100;Perechyn;Perechynska;Перечинська;Perechynskyi;Перечинський;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2123210100;22,469541249999999;48,737276219999998;337587477;town;6705
433;Pervomaiskyi;Первомайський;UA6311500000;Pervomaiskyi;Pervomaiska;Первомайська;Pervomaiska;Первомайська;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6311500000;36,212394320000001;49,392873670000000;337561310;town;31275
434;Lypovets;Липовець;UA0522210100;Lypovets;Lypovetska;Липовецька;Lypovetskyi;Липовецький;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0522210100;29,055169190000001;49,223390899999998;337566625;town;8867
435;Uzhhorod;Ужгород;UA2110100000;Uzhhorod;Uzhhorodska;Ужгородська;Uzhhorodska;Ужгородська;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2110100000;22,283084700000000;48,621644900000000;111353560;town;114867
436;Turka;Турка;UA4625510100;Turka;Turkivska;Турківська;Turkivskyi;Турківський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625510100;23,024959150000001;49,157494860000000;337569553;town;7114
437;Uhniv;Угнів;UA4624810900;Uhniv;Uhnivska;Угнівська;Sokalskyi;Сокальський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624810900;23,747145280000002;50,366168539999997;337523383;town;997
438;Khodoriv;Ходорів;UA4621510500;Khodoriv;Khodorivska;Ходорівська;Zhydachivskyi;Жидачівський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4621510500;24,313133990000001;49,406399839999999;337560166;town;9900
439;Olevsk;Олевськ;UA1824410100;Olevsk;Olevska;Олевська;Olevskyi;Олевський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1824410100;27,646960310000001;51,222234329999999;337510555;town;10229
440;Malyn;Малин;UA1810900000;Malyn;Malynska;Малинська;Malynska;Малинська;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1810900000;29,260266630000000;50,768261029999998;337516475;town;27010
441;Novodnistrovsk;Новодністровськ;UA7310600000;Novodnistrovsk;Novodnistrovska;Новодністровська;Novodnistrovska;Новодністровська;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7310600000;27,431432770000001;48,587752340000002;285725327;town;10701
442;Vynnyky;Винники;UA4610160300;Vynnyky;Vynnykivska;Винниківська;Lvivska;Львівська;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4610160300;24,138808229999999;49,813839129999998;313247858;town;17642
443;Novyi Kalyniv;Новий Калинів;UA4624210300;Novyi Kalyniv;Novokalynivska;Новокалинівська;Sambirskyi;Самбірський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624210300;23,303451050000000;49,557936699999999;337554746;town;4191
444;Mukachevо;Мукачево;UA2110400000;Mukachevо;Mukachivska;Мукачівська;Mukachivska;Мукачівська;Zakarpatska;Закарпатська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2110400000;22,718150750000000;48,439323170000002;337598436;town;85963
445;Kropyvnytskyi;Кропивницький;UA3510100000;Kropyvnytskyi;Kirovohradska;Кіровоградська;Kirovohradska;Кіровоградська;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3510100000;32,256052939999996;48,522643389999999;4126283179;town;234712
446;Teplodar;Теплодар;UA5111500000;Teplodar;Teplodarska;Теплодарська;Teplodarska;Теплодарська;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5111500000;30,325837050000001;46,503637120000000;337689608;town;10081
447;Nikopol;Нікополь;UA1211600000;Nikopol;Nikopolska;Нікопольська;Nikopolska;Нікопольська;Dnipropetrovska;Дніпропетровська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1211600000;34,379332419999997;47,578195999999998;265058407;town;119939
448;Khyriv;Хирів;UA4625110700;Khyriv;Khyrivska;Хирівська;Starosambirskyi;Старосамбірський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4625110700;22,851435920000000;49,534050270000002;337555734;town;4106
449;Velyki Mosty;Великі Мости;UA4624810600;Velyki Mosty;Velykomostivska;Великомостівська;Sokalskyi;Сокальський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4624810600;24,135332160000001;50,238892249999999;337526184;town;6037
450;Kolomyia;Коломия;UA2610600000;Kolomyia;Kolomyiska;Коломийська;Kolomyiska;Коломийська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2610600000;25,007479069999999;48,546861790000001;;town;
451;Kalush;Калуш;UA2610400000;Kalush;Kaluska;Калуська;Kaluska;Калуська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2610400000;24,352007010000001;49,039325630000000;312270776;town;67559
452;Hirske;Гірське;UA4423810500;Hirske;Hirska;Гірська;Popasnianskyi;Попаснянський;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4423810500;38,501030700000001;48,749431909999998;337587738;town;10317
453;Zolote;Золоте;UA4423810800;Zolote;Zolotivska;Золотівська;Popasnianskyi;Попаснянський;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4423810800;38,512569200000002;48,694211029999998;337588570;town;14974
454;Pryvillia;Привілля;UA4411870700;Pryvillia;Pryvilska;Привільська;Lysychanska;Лисичанська;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4411870700;38,292740940000002;49,000946229999997;337576831;town;7901
455;Kramatorsk;Краматорськ;UA1412900000;Kramatorsk;Kramatorska;Краматорська;Kramatorska;Краматорська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1412900000;37,564207250000003;48,728001010000000;274929523;town;159445
456;Volodymyr-Volynskyi;Володимир-Волинський;UA0710200000;Volodymyr-Volynskyi;Volodymyr-Volynska;Володимир-Волинська;Volodymyr-Volynska;Володимир-Волинська;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0710200000;24,324709899999998;50,850266650000002;259984311;town;38800
457;Mykolaivka;Миколаївка;UA1424210800;Mykolaivka;Mykolaivska;Миколаївська;Slovianskyi;Слов'янський;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1414170300;37,770621679999998;48,851884869999999;256613985;town;15847
458;Horlivka;Горлівка;UA1410600000;Horlivka;Horlivska;Горлівська;Horlivska;Горлівська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1410600000;38,060289220000001;48,325634280000003;;town;
459;Sumy;Суми;UA5910100000;Sumy;Sumska;Сумська;Sumska;Сумська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910100000;34,811832639999999;50,905260800000001;265057614;town;267633
460;Odesa;Одеса;UA5110100000;Odesa;Odeska;Одеська;Odeska;Одеська;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5110100000;30,711572040000000;46,472079209999997;26150437;town;1008852
